Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description	BV_BRC_genome_id
	accn|470.7381.con.0016	60129	60962	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id			470.7381
	accn|470.7381.con.0016	64338	65537	+	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	400	401	99.75	100.0	400	WP_001089072.1	tetracycline efflux MFS transporter Tet(B)			470.7381
	accn|470.7381.con.0041	194	1006	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia			470.7381
	accn|470.7381.con.0042	698	1555	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1			470.7381
	accn|470.7382.con.0040	155	973	+	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.0	100.0	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23			470.7382
	accn|470.7383.con.0014	40990	42189	-	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	400	401	99.75	100.0	400	WP_001089072.1	tetracycline efflux MFS transporter Tet(B)			470.7383
	accn|470.7383.con.0014	45565	46398	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id			470.7383
	accn|470.7383.con.0014	46401	47201	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.0	100.0	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib			470.7383
	accn|470.7383.con.0052	1	564	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	PARTIAL_CONTIG_ENDX	188	271	69.37	100.0	188	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia			470.7383
	accn|470.7384.con.0013	23744	24529	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	99.24	262	WP_001112624.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa			470.7384
	accn|470.7385.con.0001	361	1509	+	blaADC-215	extended-spectrum class C beta-lactamase ADC-215	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_039098799.1	extended-spectrum class C beta-lactamase ADC-215			470.7385
	accn|470.7385.con.0059	862	1719	-	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe			470.7385
	accn|470.7385.con.0059	1864	2721	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1			470.7385
	accn|470.7386.con.0008	127942	128727	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.85	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa			470.7386
	accn|470.7387.con.0080	145	957	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2			470.7387
	accn|470.7388.con.0032	1105	1656	+	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	184	184	100.0	100.0	184	WP_014454105.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'			470.7388
	accn|470.7388.con.0032	1752	2381	+	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.0	100.0	210	WP_002075262.1	type B-3 chloramphenicol O-acetyltransferase CatB8			470.7388
	accn|470.7388.con.0032	2442	3230	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1			470.7388
	accn|470.7388.con.0032	3397	3741	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1			470.7388
	accn|470.7388.con.0032	3738	4574	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1			470.7388
	accn|470.7388.con.0032	7922	8692	+	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	257	257	100.0	100.0	257	WP_000359986.1	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA			470.7388
	accn|470.7388.con.0032	10994	12466	+	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)			470.7388
	accn|470.7388.con.0032	12525	13406	+	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase			470.7388
	accn|470.7389.con.0007	6064	6885	-	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	INTERNAL_STOP	274	274	100.0	99.64	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66			470.7389
	accn|470.7389.con.0026	40434	41234	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.0	100.0	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib			470.7389
	accn|470.7389.con.0026	41237	42070	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id			470.7389
	accn|470.7389.con.0026	45446	46645	+	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	400	401	99.75	100.0	400	WP_001089072.1	tetracycline efflux MFS transporter Tet(B)			470.7389
	accn|470.7389.con.0070	458	1270	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2			470.7389
	accn|470.7392.con.0030	6308	7093	-	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	262	100.0	98.85	262	WP_001279062.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa			470.7392
	accn|470.7392.con.0324	88	912	+	blaOXA-72	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-72	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	275	275	100.0	100.0	275	WP_000713530.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-72			470.7392
	accn|470.7394.con.0081	8641	9474	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id			470.7394
	accn|470.7394.con.0081	9477	10277	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.0	100.0	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib			470.7394
	accn|470.7394.con.0120	862	1719	-	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe			470.7394
	accn|470.7394.con.0120	1864	2721	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1			470.7394
	accn|470.7395.con.0020	59326	60126	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.0	100.0	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib			470.7395
	accn|470.7395.con.0020	60129	60962	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id			470.7395
	accn|470.7395.con.0020	64338	65537	+	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	400	401	99.75	100.0	400	WP_001089072.1	tetracycline efflux MFS transporter Tet(B)			470.7395
	accn|470.7395.con.0048	11868	12689	-	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66			470.7395
	accn|470.7395.con.0068	825	1682	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1			470.7395
	accn|470.7396.con.0152	654	1466	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	BLASTX	271	271	100.0	99.26	271	WP_012695470.1	aminoglycoside O-phosphotransferase APH(3')-Ia			470.7396
	accn|470.7398.con.0037	136	1284	+	blaADC-30	extended-spectrum class C beta-lactamase ADC-30	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_001211218.1	extended-spectrum class C beta-lactamase ADC-30			470.7398
	accn|470.7398.con.0055	4282	5163	-	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase			470.7398
	accn|470.7398.con.0055	5222	6694	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)			470.7398
	accn|470.7398.con.0055	8996	9766	-	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	257	257	100.0	100.0	257	WP_000359986.1	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA			470.7398
	accn|470.7398.con.0055	13115	13951	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1			470.7398
	accn|470.7398.con.0055	13948	14292	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1			470.7398
	accn|470.7398.con.0055	14459	15247	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1			470.7398
	accn|470.7398.con.0055	15308	15937	-	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.0	100.0	210	WP_002075262.1	type B-3 chloramphenicol O-acetyltransferase CatB8			470.7398
	accn|470.7398.con.0055	16033	16584	-	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	184	184	100.0	100.0	184	WP_014454105.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'			470.7398
	accn|470.7398.con.0112	1	564	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	PARTIAL_CONTIG_ENDX	188	271	69.37	100.0	188	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia			470.7398
	accn|470.7399.con.0063	153	929	-	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	259	259	100.0	100.0	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa			470.7399
	accn|JWXR01000040	1033	1584	+	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	184	184	100.0	100.0	184	WP_014454105.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'			470.739
	accn|JWXR01000040	1680	2309	+	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.0	100.0	210	WP_002075262.1	type B-3 chloramphenicol O-acetyltransferase CatB8			470.739
	accn|JWXR01000040	2370	3158	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1			470.739
	accn|JWXR01000040	3325	3669	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1			470.739
	accn|JWXR01000040	3666	4502	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1			470.739
	accn|JWXR01000040	7851	8621	+	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	257	257	100.0	100.0	257	WP_000359986.1	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA			470.739
	accn|JWXR01000040	10923	12395	+	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)			470.739
	accn|JWXR01000040	12454	13335	+	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase			470.739
	accn|JWXR01000060	11764	12582	-	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.0	100.0	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23			470.739
	accn|470.7401.con.0061	146	958	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2			470.7401
	accn|470.7403.con.0032	21412	22233	-	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66			470.7403
	accn|470.7403.con.0041	4281	5162	-	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase			470.7403
	accn|470.7403.con.0041	5221	6693	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)			470.7403
	accn|470.7403.con.0041	8995	9765	-	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	257	257	100.0	100.0	257	WP_000359986.1	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA			470.7403
	accn|470.7403.con.0041	13114	13950	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1			470.7403
	accn|470.7403.con.0041	13947	14291	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1			470.7403
	accn|470.7403.con.0041	14458	15246	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1			470.7403
	accn|470.7403.con.0041	15307	15936	-	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.0	100.0	210	WP_002075262.1	type B-3 chloramphenicol O-acetyltransferase CatB8			470.7403
	accn|470.7403.con.0041	16032	16583	-	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	184	184	100.0	100.0	184	WP_014454105.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'			470.7403
	accn|470.7403.con.0067	193	1005	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia			470.7403
	accn|470.7405.con.0002	162	1310	+	blaADC-214	extended-spectrum class C beta-lactamase ADC-214	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.0	100.0	383	WP_060454527.1	extended-spectrum class C beta-lactamase ADC-214			470.7405
	accn|470.7405.con.0050	180	1004	-	blaOXA-24	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-24	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	275	275	100.0	100.0	275	WP_012754353.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-24			470.7405
	accn|470.7406.con.0038	157	957	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.0	100.0	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib			470.7406
	accn|470.7406.con.0038	960	1793	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id			470.7406
	accn|470.7406.con.0042	7313	8137	+	blaOXA-24	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-24	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	275	275	100.0	100.0	275	WP_012754353.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-24			470.7406
	accn|470.7406.con.0052	143	955	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2			470.7406
	accn|470.7408.con.0057	146	1003	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1			470.7408
	accn|470.7409.con.0013	41034	42233	-	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	400	401	99.75	100.0	400	WP_001089072.1	tetracycline efflux MFS transporter Tet(B)			470.7409
	accn|470.7409.con.0013	45609	46442	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id			470.7409
	accn|470.7409.con.0013	46445	47245	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.0	100.0	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib			470.7409
	accn|470.7409.con.0038	130	633	+	ant(3'')-IIa	aminoglycoside nucleotidyltransferase ANT(3'')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	PARTIALX	168	262	64.12	99.4	168	WP_001279068.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIa			470.7409
	accn|470.7411.con.0017	89512	90333	-	blaOXA-82	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-82	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	274	274	100.0	100.0	274	WP_001021793.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-82			470.7411
	accn|470.7411.con.0040	731	1612	-	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase			470.7411
	accn|470.7411.con.0040	1671	3143	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)			470.7411
	accn|470.7411.con.0040	5445	6215	-	armA	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	257	257	100.0	100.0	257	WP_000359986.1	16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA			470.7411
	accn|470.7411.con.0040	9563	10399	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1			470.7411
	accn|470.7411.con.0040	10396	10740	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1			470.7411
	accn|470.7411.con.0040	10907	11695	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1			470.7411
	accn|470.7411.con.0040	11756	12385	-	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.0	100.0	210	WP_002075262.1	type B-3 chloramphenicol O-acetyltransferase CatB8			470.7411
	accn|470.7411.con.0040	12481	13032	-	aac(6')-Ib'	aminoglycoside N-acetyltransferase AAC(6')-Ib'	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	184	184	100.0	100.0	184	WP_014454105.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'			470.7411
